Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Ara dikenal sebagai gadis yang mirip kelinci.,Ara dikenal sebagai gadis yang cerewet.,Ara dikenal sebagai gadis yang pendiam.,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, comparing Ara to a rabbit implies that she is playful, energetic, and lively, just like rabbits are often seen as. Therefore, the meaning closest to the metaphor is option 0) Ara dikenal sebagai gadis yang cerewet.",0,,0
Kisah cinta kami seperti kisah Romeo dan Juliet.,Kisah cinta kami abadi.,Kisah cinta kami sementara.,1,"{
  ""answer"": 0
}

Explanation: The metaphor comparing their love story to Romeo and Juliet implies that their love story will last forever, just like the iconic love story of Romeo and Juliet. Therefore, the option ""Kisah cinta kami abadi"" (Our love story is eternal) is the closest meaning to the metaphor.",0,,0
Kehadirannya bulan di siang hari bagi kami.,Kehadirannya menjadi bermanfaat bagi kami.,Kehadirannya menjadi bencana bagi kami.,1,"{
	""answer"": 0
}

Explanation: The metaphor ""Kehadirannya bulan di siang hari bagi kami"" can be interpreted as someone's presence being beneficial or helpful to the speaker. The moon's presence during the day may provide a soothing and cooling effect, much like how a helpful presence can improve a situation. Therefore, the closest meaning is that the presence is beneficial for the speaker, which corresponds to option 0.",0,,0
Damara bertingkah seperti merengek seperti anak kecil .,Damara bertingkah menggemaskan .,Damara bertingkah menyebalkan .,1,"{
  ""answer"": 0
} 

The metaphor ""Damara bertingkah seperti merengek seperti anak kecil"" suggests that Damara's behavior is likened to that of a child whining or throwing a tantrum. This implies that Damara's behavior is cute or endearing, similar to how a child's behavior can be seen as adorable. Option 0) Damara bertingkah menggemaskan (Damara is behaving in an adorable manner) is the closest meaning to the metaphor.",0,,0
kuku-kukunnya seperti pete.,Kuku-kukunya pendek-pendek.,Kuku-kukunya panjang-panjang.,1,"{
  ""answer"": 0
}

Explanation: In the metaphor, ""kuku-kukunnya seperti pete"" refers to having short nails, similar to the shape of a pete (a type of bean). Therefore, the closest meaning would be ""Kuku-kukunya pendek-pendek"" (Option 0).",0,,0
tingkat kesabaran Dinda sebesar tisu .,Dinda orangnya pemarah .,Dinda orangnya penyabar .,0,"{
  ""answer"": 1
} 

The metaphor ""tingkat kesabaran Dinda sebesar tisu"" compares Dinda's level of patience to a tissue, implying that Dinda has a very low level of patience. The closest meaning among the options is ""Dinda orangnya pemarah"" which means ""Dinda is hot-headed"".",1,,0
Rambutnya seperti mie kuning.,Rambutnya lurus.,Rambutnya keriting.,1,"{
  ""Explanation"": ""The metaphor compares someone's hair to yellow noodles, which can imply either straight or curly hair. Since mie kuning is typically straight, the closest meaning would be straight hair."",
  ""Answer"": 0
}",0,,0
Kasur ini empuk sekali seperti tidur di lantai .,Kasur ini keras .,Kasur ini empuk .,0,"{
  ""answer"": 1
}Explanation: The metaphor compares the softness of the mattress to sleeping on the floor. Therefore, the correct option is ""Kasur ini empuk"" (This mattress is soft).",1,,0
Bulu matanya seperti ulat bulu .,Bulu matanya tebal .,Bulu matanya tipis .,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Bulu matanya seperti ulat bulu"" compares the thickness or thinness of the eyelashes to the hair on a caterpillar, which is thin. Therefore, the option ""Bulu matanya tipis"" is closest in meaning to the metaphor.",1,,0
Bulu matanya seperti orang bisa melihat tuyul .,Bulu matanya tebal .,Bulu matanya tipis .,1,"{
  ""answer"": 0
} 

In this metaphor, ""Bulu matanya seperti orang bisa melihat tuyul"" is comparing someone's eyelashes to a person who can see supernatural creatures. The most suitable meaning among the options would be option 0) Bulu matanya tebal (thick eyelashes) as thick eyelashes are often associated with being able to see clearly.",0,,0
