anchor,positive,negative,lang
ಈ ಹಾಲು ಫಾರ್ಮುಲಾ ಹಾಲಿನಷ್ಟು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ,ಈ ಹಾಲು ಹೆಚ್ಚು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿಲ್ಲ,ಈ ಹಾಲು ಹೆಚ್ಚು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ,kn
Uwepo wake ni mtulivu  kama manukato kwangu,Uwepo wake hunipendeza,Uwepo wake huniudhi,sw
Kebakaran hutan kemarin sore bagai amukan Banaspati yang mengibaskan lidah panjangnya ke segala penjuru.,Kebakaran hutan kemarin sore terjadi dengan sangat berkobar-kobar.,Kebakaran hutan kemarin sore terjadi dengan sangat redup.,id
Yen nyuarake panemune kaya buntut tikus sing kecepit ing lawang,Yen nyuarake panemune ora banter,Yen nyuarake panemune banter,jv
Milarian artos siga nu moal waka gugah deui,Milarian artos rajin,Milarian artos nyalse.,su
कमरे में स्टेडियम सी ख़ामशी थी। ,कमरे में बहुत शोर है। ,कमरे में कोई शोर नहीं है। ,hi
Dia tampak seperti mahasiswa yang gagal ujian.,Dia sangat sedih.,Dia sangat senang.,id
उसके शब्दों में टाइटेनियम सी ताकत है।,उसके वादों पर विश्वास किया जा सकता है।,उसके वादों पर भरोसा नहीं किया जा सकता है।,hi
ಆ ಸಂಗತಿ  ಜಾಬ್ ಲೇಆಫ್ ನಷ್ಟು ಖುಷಿ ತರಿಸುತ್ತದೆ,ಆ ಸಂಗತಿ ಖುಷಿ ತರಿಸುವುದಿಲ್ಲ,ಆ ಸಂಗತಿ ಖುಷಿ ತರಿಸುತ್ತದೆ,kn
"Alipongojeka, alianza kuwa mdhaifu kama almasi","Ingawa alikuwa mgonjwa, alijitahidi kazini",Ungonjwa ulimdhaifisha,sw
Ujian uripe wong kuwi ibarat sirah botak jarang rambute,Ujian uripe jarang-jarang,Ujian uripe enek terus,jv
Ujian uripe wong kuwi ibarat udan deres gak mandek-mandek,Ujian uripe enek terus,Ujian uripe jarang-jarang,jv
ಅವನ ಕಣ್ಣುಗಳು ಚಂದಿರನಂತೆ ನೀಲಿ ಆಗಿದೆ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿಲ್ಲ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿದೆ,kn
Wafisadi serekalini watabebeshwa mbio kama gari la miraa,Wafisadi serekalini wataharakishwa na polisi,Wafisadi serekalini hawanyiwi kitu kamwe,sw
divorce is a sinking ship,divorce is the feeling of failing,divorce is something surprisingly good after something devastating,en_dev
"Baginya, bersosialisasi itu seperti menaiki ratusan anak tangga.",Bersosialisasi itu melelahkan.,Bersosialisasi itu menyenangkan.,id
ಶಿಖರದಲ್ಲಿ ಹಿಮಪಾತದಂತೆ ಯಥೇಚ್ಛವಾಗಿದೆ.,ಶಿಖರದಲ್ಲಿ ಹಿಮಪಾತ ಹೆಚ್ಚು,ಶಿಖರದಲ್ಲಿ ಹಿಮಪಾತ ಕಡಿಮೆ,kn
Aṣọ àlà tí ó wọ̀ ti pọ́n bí i ẹni tó kó sínú ẹrọ̀fọ̀,Aṣọ funfun tí ó wọ̀ mọ́ gan,Aṣọ funfun tí ó wọ̀ ti dọ̀tí,yo
Mgeni huyo ni kama ajali.,Mgeni alikuja ghafla.,Mgeni alitarajiwa kuja.,sw
Mapenzi ni shubiri,Mapenzi ni machungu,Mapenzi ni matamu,sw
Walikuwa pamoja kama nywele kwa nyingine,Walikuwa pamoja kila siku,Waliachana kwa umbali sana,sw
ಫುಟ್ಬಾಲ್ ನ ಆಕಾರಚಪ್ಪಟೆಯಾಗಿ ಇದೆ,ಫುಟ್ಬಾಲ್ ಆಕಾರ ದುಂಡಾಗಿ ಇಲ್ಲ,ಫುಟ್ಬಾಲ್ ಆಕಾರ ದುಂಡಾಗಿ ಇದೆ,kn
वह शाम की तरह ढल गया। ,वह बिना मेहनत के थक गया। ,वह मेहनत कर के थक गया। ,hi
Acara Jazz Prambanan taun ieu kawas langit bertabur bentang,Acara Jazz Prambanan taun ieu meriah,Acara Jazz Prambanan taun ieu sepi.,su
Àjùmọ̀bí lè ṣe ni láàánú,Ènìyàn súnmọ́ni kò sọ pé kó ṣeni láàánú,Ènìyàn súnmọ́ni lè fa kó ṣeni láàánú,yo
ಅಲ್ಲಿ ವಾತಾವರಣವು ಮರುಭೂಮಿಯಂತೆ ಶೆಕೆ ಹೊಂದಿದೆ,ಅಲ್ಲಿ ವಾತಾವರಣವು ಶೆಕೆ ಹೊಂದಿದೆ,ಅಲ್ಲಿ ವಾತಾವರಣವು ಶೆಕೆ ಹೊಂದಿಲ್ಲ,kn
Ó ti diwọ́disẹ̀ sínú,Ó ti lóyún,Ó ti bímọ,yo
Kí ló dé tí Adéṣínà ṣe ra ilé tuntun?,Ìwà ọmọdé ni Adéṣínà máa ń wù,Adéṣínà nífẹ̀ẹ́ sí kó ma tọ̀ sára,yo
Isuk iki Jogja hawane kaya banyu umup,Isuk iki Jogja hawane panas,Isuk iki Jogja hawane adem,jv
Perasaan ini sepertinya sudah sedalam palung Mariana.,Perasaan ini dalam.,Perasaan ini dangkal.,id
ಅವನ ಮನಸ್ಸುಅತ್ತಿಯಂತೆ ಮೃದು,ಅವನ ಮನಸ್ಸು ಮೃದು,ಅವನ ಮನಸ್ಸು ಮೃದುವಲ್ಲ,kn
Alikuwa na utajiri wa mfalme suleiman,Alikuwa tajiri,Alikuwa masikini,sw
ವಾತಾವರಣವೂ ಮಳೆಗಾಲದಂತೆ ಬೆಚ್ಚಗಿದೆ.,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿಲ್ಲ,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿದೆ,kn
Filamu hii ni kitabu wazi.,Filamu hii ina uwazi.,Filamu hii ina siri nyingi.,sw
Vijana wa soka huwa pumbavu kama nyani kwa masomo,Vijana wa soka huwa ni werevu kwa masomo,Vijana wa soka huwa pumbavu kwa masomo,sw
Lungguh ning kursi iku rasane kaya bantal,Lungguh ning kursi iku rasane empuk,Lungguh ning kursi iku rasane atos,jv
Àkekèé fi oró inú rẹ̀ rán ọ̀rẹ́ rẹ̀ Òkété lọ sí ilé ijó,Àkekèé ṣekú pa Òkété,Àkekèé kò ṣekú pa Òkété,yo
Jualan online mah meunang kauntunganna téh siga ngagali emas di Pongkor,Jualan online shop teh kauntunganna seueur,Jualan online shop teh kauntunganna sakedik.,su
Kontra pada saat rapat RT itu ibarat menyiramkan minyak di bara api.,Kontra pada saat rapat RT itu banyak pendukungnya.,Kontra pada saat rapat RT itu dikucilkan.,id
Kasatiaan dina jaman ayeuna sapertos milarian maung sumatera,Kasatiaan dina jaman ayeuna langka,"Kasatiaan dina jaman ayeuna biasa wae, seueur kajadian.",su
Kitabu hiki ni dhahabu.,Kitabu hiki ni kizuri.,Kitabu hiki ni kibaya.,sw
अध्यापक नारियल की तरह सख्त है।,अध्यापक बहार से सख्त मगर दिल के अच्छे हैं। ,अध्यापक बाहर से भी और दिल के भी बहुत अच्छे हैं। ,hi
उसकी शादी में बाराती हाथिओं के झुंड से आये थे। ,उसकी शादी में बहुत कम बाराती आये थे। ,उसकी शादी में बहुत ज्यादा बाराती आये थे। ,hi
Cara belajar saat ujian tengah semester selalu diibaratkan dengan tetesan air yang akhirnya dapat melubangi sebuah batu.,Cara belajar saat ujian tengah semester selalu konsisten.,Cara belajar saat ujian tengah semester selalu kebut sekaligus.,id
She is as eager as a sloth,she is bored,she is excited,en_dev
ಆ ತಿಂಡಿ ಸ್ಮೂತಿಯಂತೆ ಮೃದುವಾಗಿದೆ,ಆ ತಿಂಡಿ ಮೃದುವಾಗಿಲ್ಲ,ಆ ತಿಂಡಿ ಮೃದುವಾಗಿದೆ,kn
Àjàdí tẹ aṣọ àgbà mọ́lẹ̀,Àjàdí rí ìyọ́nú àwọn tó jù ú lọ,Àjàdí rí ìbínú àwọn tó jù ú lọ,yo
The temperature made it feel like I was in an icebox,The temperature was cold.,The temperature was hot.,en_dev
Ìfẹ́ Adédoyin pamí bí i ọtí,Mo nífẹ̀ẹ́ Adédoyin gan,Mo ò nífẹ̀ẹ́ Adédoyin rárá,yo
भारत की राजधानी सा बड़ा है वो महल।  ,वो महल बहुत बड़ा और सुंदर है। ,वो महल बहुत छोटा और तंग है।  ,hi
उनके पास एक भिखारी की सम्पति है। ,वह गरीब है। ,वह अमीर है। ,hi
Duit bisa ngarobah jalma kawas Qarun anu dikubur ku hartana sorangan,Duit bisa ngarobah jalma jadi sarakah,Duit bisa ngarobah jalma jadi bersukur.,su
hirup mah ngan ukur dedeuh.,hirup mah ngan ukur sedih.,hirup mah ngan ukur senang,su
किताबें मेरे लिए मंदिर की तरह हैं। ,मुझे पढ़ना बहुत पसंद है। ,मुझे पढ़ना पसंद नहीं है। ,hi
"Senajan sugih, Pak Tomo kerjane kaya duwe inten sekarung","Senajan sugih, Pak Tomo kerjane males","Senajan sugih, Pak Tomo kerjane sregep",jv
Banyu ing Surabaya umpama embun kacampur awu,Banyu ing Surabaya buthek,Banyu ing Surabaya bening,jv
Moodnya hari ini ditimpa badai.,Moodnya hari ini suram.,Moodnya hari ini ceria.,id
Buku di bumi rerencangan abdi kawas jumlah kolot na budak yatim.,Buku di bumi rerencangan abdi hiji atawa sakedik.,Buku di bumi rerencangan abdi seueur,su
Kasatiaan dina jaman ayeuna sapertos ningali hayam broiler di pasar.,"Kasatiaan dina jaman ayeuna biasa wae, seueur kajadian.",Kasatiaan dina jaman ayeuna langka,su
The man's temper was a habanero pepper,The man had a big temper.,The man had a mild temper.,en_dev
Harufu ya miguu yake ingefaa kutengenezea manukato,Harufu ya miguu yake haikua kali,Harufu ya miguu yake ilikua kali mno,sw
Kriteria tulisan yang diterima di koran nasional itu bagaikan menemukan air di lautan.,Kriteria tulisan untuk bisa diterima koran nasional itu sangat mudah.,Kriteria tulisan untuk bisa diterima koran nasional itu sangat sulit.,id
The man's personality is like a drill sergeant,The man has a hard personality.,The man has a soft personality.,en_dev
Polisi iku sifate kaya asu galak,Polisi iku sifate kasar,Polisi iku sifate alus,jv
She smells as good as a sewer,She smells terrible,She smells great,en_dev
Bọ́lájókòó rú ẹ́bọ ayé rẹ̀ si da,Bọ́lájókòó ò ṣe ohun tí adájọ́ sọ fún nílé ẹjọ́,Adájọ́ fi Bọ́lájókòó sẹ́wọ̀n lánàá,yo
Warnane rambute kaya kembang jambu,Warna rambute putih,Warna rambute ireng,jv
मेरी पत्नी टमाटर की तरह लग रही थी। ,मेरी पत्नी बहुत मोटी लग रही थी। ,मेरी पत्नी बहुत पतली लग रही थी। ,hi
We're as good of friends as two dogs fighting over the last bone.,They're not really good friends at all and are desperate.,They are good friends and are comfortable.,en_dev
ಈ ವಾಹನವು ಎತ್ತಿನಗಾಡಿಯಂತೆ ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿಲ್ಲ,kn
Saben lebaran omah iki kaya kuburan,Saben lebaran omah iki sepi banget,Saben lebaran omah iki rame banget,jv
sifat manusia bisa seperti cari muka .,sifat manusia bisa ingin dikenal.,sifat manusia bisa ngga punya malu.,id
Bahati ya mwenzio ilalie mlango wazi,Bahari ikimkuta mwenzio subiri ikufikie na wewe,Bahati ikimkuta mwenzio usisubiri ikufikie na wewe,sw
ಆ ವ್ಯಕ್ತಿಯು ಹಾಸ್ಯಗಾರನಂತೆ ತಮಾಷೆಯಾಗಿದ್ದನು,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿರಲಿಲ್ಲ,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದ,kn
The giraffe is a gazelle.,The giraffe is elegant.,The giraffe is awkward.,en_dev
"Di kelas, manehna murid anu ringan sirah","Di kelas, manehna murid anu pinter","Di kelas, manehna murid anu bodo.",su
Yule ni ukweli mtakatifu.,Yule ni mtu mwema.,Yule ni mtu mwovu.,sw
ರಾಜ್ಯದಲ್ಲಿ ಕರ್ನಾಟಕದಂತೆ ಹೆಚ್ಚು ಫುಟ್ಬಾಲ್ ಪ್ರಿಯರಿದ್ದಾರೆ,ಹೆಚ್ಚು ಫುಟ್ಬಾಲ್ ಪ್ರಿಯರಿಲ್ಲ,ಹೆಚ್ಚು ಫುಟ್ಬಾಲ್ ಪ್ರಿಯರಿದ್ದಾರೆ,kn
ಅವರು ನೀಡಿದ್ದ ನೀರು ಸಮುದ್ರದ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ,kn
ಆ ನೀರು ಕೊಚ್ಚೆ ನೀರಿನಂತೆ ಶುಚಿಯಾಗಿದೆ,ಆ ನೀರು ಶುಚಿಯಾಗಿಲ್ಲ,ಆ ನೀರು ಶುಚಿಯಾಗಿದೆ,kn
उसकी नज़रें चिड़िया की तरह हैं।,उसकी सोच छोटी है।,वह दूर की सोचता है।,hi
Badannya seperti drum minyak.,Badannya gemuk.,Badannya seksi.,id
Ọmọ náà ò dé òkè tó ga jùlọ nínú ẹ̀kọ́ rẹ̀,Mo ma ṣe iṣẹ́ díẹ̀ nínú ẹ̀kọ́ ní ọ̀la,Mo ma ṣe àṣeyọ́ri nínú ẹ̀kọ́ mi àti nínú iṣẹ́ mi,yo
Rumah kawanku sudah bak toilet kereta ekonomi.,Rumah kawanku kecil dan sempit.,Rumah kawanku besar dan mewah.,id
Tony ana Miguu mikubwa kama Nyani,Tony ana miguu kubwa sana,Tony ana miguu ndogo sana,sw
Ceuk batur gé hirup sareng pamajikan mah ibarat keur dijajah Walanda,Hirup sareng pamajikan mah kaampeuh,Hirup sareng pamajikan mah bébas.,su
Mtihani ulikua mgumu hadi kichwa kikaanza kuchemka,Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma,Mtihani haukua mgumu,sw
Hati Candra seperti dihujam pisau belati.,Chandra sedang sakit hati.,Chandra sedang jatuh cinta.,id
"Alipogonjeka, alianza kuwa mdhaifu kama barafu iliyowekwa kwa jua",Ungonjwa ulimdhaifisha,"Ingawa alikuwa mgonjwa, alijitahidi kazini",sw
ಆ ಹಣ್ಣು ಹಲಸಿನಂತೆ ಬಹಳ ಅಪರೂಪ,ಆ ಹಣ್ಣು ಬಹಳ ಅಪರೂಪ,ಆ ಹಣ್ಣು ಬಹಳ ಅಪರೂಪವಲ್ಲ,kn
henry ana miguu mirefu kama jongoo,Henry alizaliwa na miguu ndogo,Henry alizaliwa na miguu refu,sw
Laki-laki itu berpidato sekan-akan ia orang paling tampan di Jakarta.,Laki-laki itu berpidato dengan sangat percaya diri.,Laki-laki itu berpidato dengan sangat  tidak percaya diri.,id
Àṣá ni Dàda,Dàdá lọ́ra,Dàdá yára,yo
Wedhange kaya obat loro untu,Wedhange pahit,Wedhange manis,jv
Jobs are as available as a marriage man.,Jobs are not available.,Jobs are very available.,en_dev
"Selepas acara aqiqah, kepala keponakan bayiku ini menjadi seperti lampu taman yang bulat dan licin.","Setelah acara aqiqah, kepala keponakanku jadi plontos.","Setelah acara aqiqah, kepala keponakanku jadi jabrik.",id
Budak eta mah gedé sungut.,Budak eta mah sombong.,Budak eta mah baik,su
The crate holds the the weight of an elephant riding a whale,The crate can hold a lot of weight,The crate isn't capable of handling much weight,en_dev
Dia berbelanja seperti akan hidup selamanya.,Dia berbelanja penuh perhitungan.,Dia berbelanja tanpa pikir panjang dan foya-foya.,id
Hawana Jakarta upami tos siang mah sapertos ibun dina dangdaunan.,Hawana Jakarta upami tos siang mah tiris.,Hawana Jakarta upami tos siang mah panas,su
ಆ ತಿಂಡಿಯು ಬ್ರೆಡ್ ನಂತೆ ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿರಲಿಲ್ಲ,kn
ಜೀವಿಗಳು ಸಮುದ್ರದಲ್ಲಿ ಹೆಚ್ಚು ವಾಸಿಸುತ್ತವೆ.,ಸಮುದ್ರದಲ್ಲಿ ಹೆಚ್ಚು ಜೀವಿಗಳು ವಾಸಿಸುತ್ತವೆ,ಸಮುದ್ರದಲ್ಲಿ ಕಡಿಮೆ ಜೀವಿಗಳು ವಾಸಿಸುತ್ತವೆ,kn
Ambune awakmu wes kaya wedhus,Ambune awakmu prengus,Ambune awakmu wangi,jv
Dia menatapku seakan-akan aku pemenang Putri Indonesia.,Dia menatapku dengan kagum.,Dia menatapku dengan jijik.,id
उसने मेरा हाथ गर्मी के कम्बल सा पकड़े रखा। ,उसने मेरा हाथ बड़े प्यार से पकड़े रखा। ,उसने मेरा हाथ बड़ी नफरत से पकड़े रखा। ,hi
Kisah cinta Rani dan Rino seperti keyboard dan mouse.,Kisah cinta Rani dan Rino bersatu.,Kisah cinta Rani dan Rino berpisah.,id
Kutukan di Candi Prambanan itu ibarat firman di kitab suci.,Kutukan di Candi Prambanan itu adalah kebenaran.,Kutukan di Candi Prambanan itu adalah mitos.,id
Milango ya benki jijini ni ndogo kama tundu la sindano,Milango ya benki jijini ni ndogo mno,Milango ya benki jijini si ndogo hata,sw
ಈ ಮೀನು ತಿಮಿಂಗಲದಂತೆ ಬೃಹದಾಕಾರವಾಗಿದೆ,ಆ ಮೀನಿನಾಕಾರ ಸಣ್ಣದು,ಆ ಮೀನಿನ ಆಕಾರ ಬೃಹದಾಕಾರ,kn
Adikku yen ndek omah kaya manuk beo,Adikku yen ndek omah cerewet,Adikku yen ndek omah gak enek suarane,jv
ಅದು ಕಾಮೆಟ್ ನಂತೆ ಅಪರೂಪ,ಅದು ಅಪರೂಪ,ಅದು ಅಪರೂಪವಲ್ಲ,kn
The wind has the bite of a shark,The wind is cold.,The wind is warm and soothing.,en_dev
बैंक में कुँए जितना पैसा भी नहीं है। ,बैंक में बहुत कम पैसा है। ,बैंक में बिलकुल पैसा नहीं है। ,hi
The woman had the toughness of a rhino.,The woman was very tough.,The woman was not very tough.,en_dev
"Bagi Nouval, banyaknya harta adalah cobaan yang memuakkan. .","Bagi Nouval, harta adalah sumber kesengsaraan.","Bagi Nouval, harta adalah sumber kebahagiaan.",id
Ka pasar ge siga nu rek sare.,Ka pasar teu dangdan.,Ka pasar loba dangdan,su
"Ceuk babaturanana, manehna mangrupikeun jalma sirah batu","Ceuk babaturanana, manehna mangrupikeun jalma keras kepala","Ceuk babaturanana, manehna mangrupikeun jalma anu ngartikeun.",su
Sahani ilipasuka na kuonekena kama nusu mwezi wa angani,Ilipasuka katika vipande viwili tu,Ilipasuka katika vipande vipande vingi,sw
ಆತ ದೇವರಂತೆ ದಯಾಮಯನಾಗಿದ್ದಾನೆ,ಆತ ದಯಾಮಯನಾಗಿದ್ದಾನೆ,ಆತ ದಯಾಮಯನಾಗಿಲ್ಲ,kn
"Saat bernyanyi, suaranya terdengar seperti alarm bangun tidur di pagi hari.","Saat bernyanyi, suaranya terdengar tidak nyaman di telinga atau jelek.","Saat bernyanyi, suaranya terdengar nyaman di telinga atau bagus.",id
Ewé nàá pọ́n bí i òdòdó,Ewé náà pọ́n gan,Ewé náà dúdú gan,yo
Manggon ing omah iki kaya neraka,Manggon ing omah iki nandhang sangsara,Manggon ing omah iki Seneng,jv
ಆ ಪ್ರಾಣಿಯು ಕಾಂಗರೂವಿನಂತೆ ಆಸ್ಟ್ರೇಲಿಯಾದಲ್ಲಿ ಮಾತ್ರ ಕಾಣಸಿಗುತ್ತದೆ,ಆ ಪ್ರಾಣಿಯು ಕಾಣ ಸಿಗುತ್ತದೆ,ಆ ಪ್ರಾಣಿಯು ಕಾಣ ಸಿಗಲ್ಲ,kn
Maneh mah jadi jelema teh meuni beteung karet,Maneh mah jadi jelema teh meuni loba dahar,Maneh mah jadi jelema teh meuni tara barang dahar.,su
ಅವನ ಕಣ್ಣುಗಳು ಚಂದಿರನಂತೆ ನೀಲಿ ಆಗಿದೆ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿಲ್ಲ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿದೆ,kn
Kijana huyu ni kama kitu cha hatia.,Kijana huyu ni mwenye aibu.,Kijana huyu ni mwenye kiburi.,sw
The girl is as good at camouflaging her emotions as a chameleon,The girl hides her emotions well.,The girl shows off her emotions.,en_dev
The bear is a puppy dog,The bear is sweet and docile,The bear is aggressive,en_dev
अम्बितभ बच्चन सी आवाज है उसकी। ,उसकी आवाज में बहुत दम है। ,उसकी आवाज बहुत पतली सी है।  ,hi
Boga kabogoh teh sikapna kos maung,Boga kabogoh teh sikapna wanian,Boga kabogoh teh sikapna eraan.,su
ಅವನು ಜಿಮ್ ವ್ಯಕ್ತಿಯಂತೆ ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿಲ್ಲ,kn
वह इत्र की तरह महक उठा। ,वह केवल ऊपरी तौर पर खुश था। ,वह अंदर से खुश था। ,hi
राहुल का टीवी हाथी जितना बड़ा था। ,राहुल का टीवी बहुत छोटा था।,राहुल का टीवी बहुत बड़ा था।,hi
Lapangan iku bentukane kaya segara,Lapangan iku bentukane kaya ombo banget,Lapangan iku bentukane kaya sempit,jv
Guru memberikan materi seolah masih ada hari esok.,Guru memberi materi secukupnya.,Guru memberi materi sebanyak-banyaknya.,id
Wao ni panya.,Wao ni wasaliti.,Wao ni waaminifu.,sw
Ojú abẹ́ Dérìnọlá dà bí i ti wúndíá,Ojú abẹ́ Dérìnọlá ti jìn gan,Ojú abẹ́ Dérìnọlá dùn,yo
Ọba ni Àlàmú nínu ká roko,Àlàmú kì í yára,Àlàmú má ń rìndìn,yo
Fadékẹ́ ti padà bí ìbejì lẹ́yìn gbogbo ìjà wa,Fadékẹ́ ti padà bínú sí mi,Fadékẹ́ ti padà dárjíì mìí,yo
ಆತ ಮಾತನಾಡುವುದು ಜೋರುಮಾತಿನಂತೆ ಕರ್ಕಶವಾಗಿದೆ,ಆತ ಮಾತಾಡುವುದು ಇಂಪಾಗಿದೆ,ಆತ ಮಾತನಾಡುವುದು ಕರ್ಕಶವಾಗಿದೆ,kn
Sepatuku harum seperi tong sampah.,Sepatunya bau.,Sepatunya harum.,id
ಆ ದೃಶ್ಯವೂ ಟ್ರಾಫಿಕ್ ಜಾಮ್ ನಂತೆ ಅದ್ಬುತವಾಗಿತ್ತು,ಆ ದೃಶ್ಯ ಅದ್ಭುತವಾಗಿರಲಿಲ್ಲ,ಆ ದೃಶ್ಯ ಅದ್ಭುತವಾಗಿತ್ತು,kn
Keputusan sing digawe Bu Dwi wis kaya kayu jati ngadeg-jejeg,Keputusan sing digawe Bu Dwi wis teguh,Keputusan sing digawe Bu Dwi wis ora teguh,jv
"Ndek sekolah, Andi iku juru kunci kelas","Ndek sekolah, Andi iku ranking paling ngisor","Ndek sekolah, Andi iku juara kelas",jv
Kasohor na eta artis siga nu teu aya internet wae.,Kasohor na eta artis teu aya jalmi uninga.,Kasohor na eta artis sagala jalmi uninga,su
वह बॉक्सर बच्चे की तरह मजबूत है।,वह बॉक्सर कमजोर है।,वह बॉक्सर बहुत ताकतवर है।,hi
ಅವಳು ಬಾರ್ಬಿಯಂತೆ ಸುಂದರವಾಗಿರುವಳು,ಅವಳು ಸುಂದರವಾಗಿರುವಳು,ಅವಳು ಸುಂದರವಾಗಿಲ್ಲ,kn
He has the political prowess of a newborn baby,He lacks skill in politics,He has good political skills,en_dev
Mtihani ulikuwa upepo.,Mtihani ulikuwa rahisi.,Mtihani ulikuwa ngumu.,sw
Roke mbak Ayu dowone kaya telung kilan,Roke mbak Ayu dowone cekak,Roke mbak Ayu dowone landhung,jv
Awake gedhine sakdrum,Awake lemu,Awake kuru,jv
Bapak guru ngewenehi tugas kaya nandur pari,Bapak guru ngewenehi tugas mipil,Bapak guru ngewenehi tugas dhadhakan,jv
The girl had the flightiness of a rock,The girl was very stable.,The girl was very fickle.,en_dev
Nagihan ijeuman téh ibarat kaluar tina labirin,Nagihan utang teh susah,Nagihan utang teh mudah.,su
मैं वृक्ष सा उड़ना चाहता हूँ। ,मैं वो करना चाहता हूँ जो असंभव हो।  ,मैं वो करना चाहता हूँ जो मुमकिन हो। ,hi
Kamarnya sekosong jadwal rapat direktur perusahaan.,Kamarnya penuh barang.,Kamarnya kosong.,id
ಆ ಚಾದರವು ಗಟ್ಟಿ ನೆಲದಂತೆ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ,ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು,kn
Seorang pelajar harus memiliki jiwa layaknya atlet olimpiade.,Seorang pelajar harus memiliki jiwa tangguh.,Seorang pelajar harus memiliki jiwa rentan.,id
ಅವರಿಬ್ಬರೂ ಅಣ್ಣತಮ್ಮಂದಿರಂತ ಅನ್ಯೋನ್ಯವಾಗಿದ್ದರು,ಅವರಿಬ್ಬರೂ ಅಣ್ಣತಮ್ಮಂದಿರಂತ ವೈರಿಗಳಂತೆ ಅನ್ಯೋನ್ಯವಾಗಿದ್ದರು,ಅವರಿಬ್ಬರೂ ಅಣ್ಣತಮ್ಮಂದಿರಂತ ವೈರಿಗಳಂತೆ ಅನ್ಯೋನ್ಯವಾಗಿಲ್ಲ,kn
उसकी बातें झूले के झटकों की तरह है। ,उसकी बातें मीठी हैं। ,उसकी बातें कड़वी हैं। ,hi
The glass is a clear as Saran wrap,It is see thru,It is not clear,en_dev
Udara pagi ini rasanya seperti udara di Puncak.,Udaranya sejuk.,Udaranya panas.,id
The social media influencer had as much influence as a presidential figure,The social media influencer had wide influence.,The social media influencer had no influence at all.,en_dev
ಆ ಚಾದರವು ಗಟ್ಟಿ ನೆಲದಂತೆ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ,ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು,kn
"Wis suwi ngerantau, rasane wong iku tambah andhap asor","Wes suwi ngerantau, wong iku tambah rendah hati","Wes suwi ngerantau, wong iku tambah besar kepala",jv
ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು,ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು,ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿಲ್ಲ,kn
jadi gadis balik teh tong pas datang panonpoe,jadi gadis balik teh tong pas datang isuk,jadi gadis balik teh tong pas datang peuting.,su
Mahasiswa itu sibuk bak pengangguran.,Mahasiswa itu tidak sibuk.,Mahasiswa itu sangat sibuk.,id
Ninamdhamini mke wangu kama moyo,Ninamdhamini mke wangu kuliko chochote duniani,Simdhamini mke wangu vile,sw
Pekerjaan ini dapat kuselesaikan dengan jentikan jari.,Pekerjaan ini dapat kuselesaikan dengan mudah.,Pekerjaan ini dapat kuselesaikan dengan sulit.,id
The teacher had the patience of a flea,The teacher was impatient.,The teacher was patient.,en_dev
