anchor,positive,negative,lang
ಈ ಪ್ರಾಣಿಯು ಸಿಂಹದಂತೆ ಗರ್ಜಿಸುತ್ತದೆ,: ಆ ಪ್ರಾಣಿಯ ಘರ್ಜಿಸುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಘರ್ಜಿಸುವುದಿಲ್ಲ,kn
ಈ ಪ್ರಾಣಿಯು ನಾಯಿ ಅಂತೆ ಗರ್ಜಿಸುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಘರ್ಜಿಸುವುದಿಲ್ಲ,: ಆ ಪ್ರಾಣಿಯ ಘರ್ಜಿಸುತ್ತದೆ,kn
ದೋಸೆಯು ಇಡ್ಲಿಯಷ್ಟೇ ಪ್ರಸಿದ್ಧ ಉಪಹಾರವಾಗಿದೆ,ದೋಸೆ ಪ್ರಸಿದ್ಧ ಉಪಹಾರ,ದೋಸೆ ಪ್ರಸಿದ್ಧ ಉಪಹಾರವಲ್ಲ,kn
ದೋಸೆಯು ಸ್ಯಾಂಡ್ವಿಚ್ನಷ್ಟೇ ಪ್ರಸಿದ್ಧ ಉಪಹಾರವಾಗಿದೆ,ದೋಸೆ ಪ್ರಸಿದ್ಧ ಉಪಹಾರವಲ್ಲ,ದೋಸೆ ಪ್ರಸಿದ್ಧ ಉಪಹಾರ,kn
ಈ ಪ್ರದೇಶವು ಡ್ಯಾಮ್ ನಂತೆ ಜಾಸ್ತಿ ನೀರನ್ನು ಹಿಡಿಯಬಲ್ಲದು,ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ನೀರು ಹಿಡಿಯಬಲ್ಲದು,"ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ನೀರು ಹಿಡಿಯಲಾರದು,",kn
ಈ ಪ್ರದೇಶವು ಟ್ಯಾಂಕ್ ನಂತೆ ಜಾಸ್ತಿ ನೀರನ್ನು ಹಿಡಿಯಬಲ್ಲದು,"ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ನೀರು ಹಿಡಿಯಲಾರದು,",ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ನೀರು ಹಿಡಿಯಬಲ್ಲದು,kn
ಜೀವಿಗಳು ಸಮುದ್ರದಲ್ಲಿ ಹೆಚ್ಚು ವಾಸಿಸುತ್ತವೆ.,ಸಮುದ್ರದಲ್ಲಿ ಹೆಚ್ಚು ಜೀವಿಗಳು ವಾಸಿಸುತ್ತವೆ,ಸಮುದ್ರದಲ್ಲಿ ಕಡಿಮೆ ಜೀವಿಗಳು ವಾಸಿಸುತ್ತವೆ,kn
ಜೀವಿಗಳು ಬಾವಿಯಲ್ಲಿ ಹೆಚ್ಚು ವಾಸಿಸುತ್ತವೆ.,ಸಮುದ್ರದಲ್ಲಿ ಕಡಿಮೆ ಜೀವಿಗಳು ವಾಸಿಸುತ್ತವೆ,ಸಮುದ್ರದಲ್ಲಿ ಹೆಚ್ಚು ಜೀವಿಗಳು ವಾಸಿಸುತ್ತವೆ,kn
ಆ ನೀರು ಸಮುದ್ರದಂತೆ ಉಪ್ಪಾಗಿದೆ,ಆ ನೀರು ಉಪ್ಪಾಗಿದೆ,ಆ ನೀರು ಉಪ್ಪಾಗಿಲ್ಲ,kn
ಆ ನೀರು ನಲ್ಲಿ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿದೆ,ಆ ನೀರು ಉಪ್ಪಾಗಿಲ್ಲ,ಆ ನೀರು ಉಪ್ಪಾಗಿದೆ,kn
ಆ ಹುಡುಗನು ಕೋತಿಯಂತೆ ಹಾರುತ್ತಾನೆ,ಆ ಹುಡುಗ ಹಾರುತ್ತಾನೆ,ಆ ಹುಡುಗ ಹಾರುವುದಿಲ್ಲ,kn
ಆ ಹುಡುಗನು ಆನೆಯಂತೆ ಹಾರುತ್ತಾನೆ,ಆ ಹುಡುಗ ಹಾರುವುದಿಲ್ಲ,ಆ ಹುಡುಗ ಹಾರುತ್ತಾನೆ,kn
ಗಾತ್ರದಲ್ಲಿ ಆನೆಯಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಗಾತ್ರದಲ್ಲಿ ದೊಡ್ಡದಾಗಿದೆ,ಗಾತ್ರದಲ್ಲಿ ಸಣ್ಣದು,kn
ಗಾತ್ರದಲ್ಲಿ ಕೋತಿಯಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಗಾತ್ರದಲ್ಲಿ ಸಣ್ಣದು,ಗಾತ್ರದಲ್ಲಿ ದೊಡ್ಡದಾಗಿದೆ,kn
ಅವನು ಕಂಪ್ಯೂಟರ್ನಂತೆ ತುಂಬಾ ವೇಗ,ಅವನು ತುಂಬಾ ವೇಗ,ಅವನು ನಿಧಾನ,kn
ಅವನು ಕೈಲೆಕ್ಕದಂತೆ ತುಂಬಾ ವೇಗ,ಅವನು ನಿಧಾನ,ಅವನು ತುಂಬಾ ವೇಗ,kn
ಆ ಜಾಗವು ಫ್ಲೈ ಓವರ್ ನಂತೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗ ಎತ್ತರದಲ್ಲಿದೆ,ಆ ಜಾಗ ಎತ್ತರದಲ್ಲಿಲ್ಲ,kn
ಆ ಜಾಗವು ಸುರಂಗದಂತೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗ ಎತ್ತರದಲ್ಲಿಲ್ಲ,ಆ ಜಾಗ ಎತ್ತರದಲ್ಲಿದೆ,kn
ಈ ತಿನಿಸು ಡೊನಟ್ ನಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಈ ತಿನಿಸು ಗಟ್ಟಿಯಾಗಿದೆ,ಈ ತಿನ್ನಿಸು ಗಟ್ಟಿ ಇಲ್ಲ,kn
ಈ ತಿನಿಸು ಕೇಕ್ನಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಈ ತಿನ್ನಿಸು ಗಟ್ಟಿ ಇಲ್ಲ,ಈ ತಿನಿಸು ಗಟ್ಟಿಯಾಗಿದೆ,kn
ಅದು ಸೋಪ್ ನಂತೆ ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿಲ್ಲ,kn
ಅದು ಸೀಗೆಕಾಯಿಯಂತೆ ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿಲ್ಲ,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿತ್ತು,kn
ಆತನನ್ನು ಕಂಡಾಗ ಸೈನಿಕನನ್ನು ನೋಡಿದಷ್ಟು ಹೆಮ್ಮೆಯಾಗುತಿತ್ತು,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆಯಾಗುತ್ತದೆ,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆ ಆಗುವುದಿಲ್ಲ,kn
ಆತನನ್ನು ಕಂಡಾಗ ಉಗ್ರಗಾಮಿಯನ್ನುನೋಡಿದಷ್ಟು ಹೆಮ್ಮೆಯಾಗುತಿತ್ತು,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆ ಆಗುವುದಿಲ್ಲ,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆಯಾಗುತ್ತದೆ,kn
ಆ ವಸ್ತುವು ಗಾಜಿನಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿತ್ತು,ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ,ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್ಟಿ,kn
ಆ ವಸ್ತುವು ತಾಮ್ರದಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿತ್ತು,ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್ಟಿ,ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ,kn
ಆ ಖಾದ್ಯವು ಮನೆಯಲ್ಲಿ ಮಾಡಿರುವ ತಿಂಡಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿಲ್ಲ,kn
ಆ ಖಾದ್ಯವು ರಸ್ತೆ ಬದಿಯ ತಿಂಡಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿಲ್ಲ,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿತ್ತು,kn
ಆ ಅಡುಗೆಯು ಸೇಬಿನಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆಯ ಅನಾರೋಗ್ಯಕರವಾಗಿತ್ತು,kn
ಆ ಅಡುಗೆಯು ಪಾಸ್ತದಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆಯ ಅನಾರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,kn
ಈ ತಿನಿಸು ಹಾಗಲಕಾಯಿಯಂತೆ ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿಲ್ಲ,kn
ಈ ತಿನಿಸು ಮಾವಿನ ಹಣ್ಣಿನಂತೆ ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿಲ್ಲ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿದೆ,kn
ಈ ಜಾಗವು ಬೋರ್ ವೆಲ್ ನಂತೆ ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿಲ್ಲ,kn
ಈ ಜಾಗವು ಮನೆಯ ಟ್ಯಾಂಕ್ ನಂತೆ ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿಲ್ಲ,ಆ ಜಾಗವು ಆಳವಾಗಿದೆ,kn
ಈ ಮೀನು ಸ್ಟಾರ್ ಮೀನಿನಂತೆ ಬೃಹದಾಕಾರವಾಗಿದೆ,ಆ ಮೀನಿನ ಆಕಾರ ಬೃಹದಾಕಾರ,ಆ ಮೀನಿನಾಕಾರ ಸಣ್ಣದು,kn
ಈ ಮೀನು ತಿಮಿಂಗಲದಂತೆ ಬೃಹದಾಕಾರವಾಗಿದೆ,ಆ ಮೀನಿನಾಕಾರ ಸಣ್ಣದು,ಆ ಮೀನಿನ ಆಕಾರ ಬೃಹದಾಕಾರ,kn
ಅವನ ಗೆಲುವು ಬೆಲ್ಲದಂತೆ ಇತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿರಲಿಲ್ಲ,kn
ಅವನ ಗೆಲುವು ಬೇವಿನಂತೆ ಇತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿರಲಿಲ್ಲ,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿತ್ತು,kn
ಅವನ ಧೈರ್ಯವು ಉತ್ತರಕುಮಾರನಂತೆ ಇತ್ತು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದಲ್ಲ,kn
ಅವನ ಧೈರ್ಯವು ರಾಣಿ ಚೆನ್ನಮ್ಮನಂತೆ ಇತ್ತು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದಲ್ಲ,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದು,kn
ಆ ತಿಂಡಿಯು ಬ್ರೆಡ್ ನಂತೆ ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿರಲಿಲ್ಲ,kn
ಆ ತಿಂಡಿಯು ಪಫ್ ನಂತೆ ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿರಲಿಲ್ಲ,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,kn
ಅವರು ನೀಡಿದ್ದ ನೀರು ಸಮುದ್ರದ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ,kn
ಅವರು ನೀಡಿದ್ದ ನೀರು ಬಾವಿಯ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು,kn
ಅವಳು ಹುಣ್ಣಿಮೆಯ ಚಂದ್ರನಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದಳು,ಅವಳು ಹೊಳೆಯುತ್ತಿದ್ದಳು,ಅವಳು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,kn
ಅವಳು ಅಮಾವಾಸ್ಯೆಯ ಕತ್ತಲೆಯಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದಳು,ಅವಳು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,ಅವಳು ಹೊಳೆಯುತ್ತಿದ್ದಳು,kn
ಅದು ತಣ್ಣನೆಯ ತಂಗಾಳಿಯಂತೆ  ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತುಂಬಾ ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತಣ್ಣಗಿತ್ತು,kn
ಅದು ಬಿರುಗಾಳಿಯಂತೆ ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತಣ್ಣಗಿತ್ತು,ಅದು ತುಂಬಾ ಬಿಸಿಯಾಗಿತ್ತು,kn
ಆಕೆ ಮಾಡೆಲ್ ನಂತೆ ಆಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಹೆಚ್ಚು ಅಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಕಡಿಮೆ ಅಲಂಕಾರ ಮಾಡಿದ್ದಳು,kn
ಆಕೆ ಹಳ್ಳಿ ಹೆಂಗಸಿನಂತೆ ಆಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಕಡಿಮೆ ಅಲಂಕಾರ ಮಾಡಿದ್ದಳು,ಆಕೆ ಹೆಚ್ಚು ಅಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,kn
ಆ ಊಟವು ರಾಗಿಮುದ್ದೆಯಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿರಲಿಲ್ಲ,kn
ಆ ಊಟವು ಬರ್ಗರ್ ನಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿರಲಿಲ್ಲ,ಊಟ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,kn
ಆ ಪ್ರಾಣಿಯು ಕೋಲಾನಂತೆ ಅತಿಯಾದ ನಿದ್ರೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,kn
ಆ ಪ್ರಾಣಿಯು  ಕಪ್ಪೆಯಂತೆ ಅತಿಯಾದ ನಿದ್ರೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,kn
ಆ ಹೆಂಗಸು ರಂಬೆಯಂತೆ ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಕುರೂಪಿಯಾಗಿದ್ದಳು,kn
ಆ ಹೆಂಗಸು ಶೂರ್ಪಣಕಿಯಂತೆ ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಕುರೂಪಿಯಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಸುಂದರವಾಗಿದ್ದಳು,kn
ಆ ಚಾದರವು ಹಾಸಿಗೆಯಂತೆ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ,kn
ಆ ಚಾದರವು ಗಟ್ಟಿ ನೆಲದಂತೆ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ,ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು,kn
ಅದು ಕೆರೆಯಂತೆ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ,kn
ಅದು ನದಿಯಂತೆ  ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ,ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು,kn
ಆ ಆಟವು ಸ್ಕೈ ಡ್ರೈವ್ ನಂತೆ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿರಲಿಲ್ಲ,kn
ಆ ಆಟವು  ನಡಿಗೆಯಂತೆ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿರಲಿಲ್ಲ,ಆಟ ರೋಚಕವಾಗಿತ್ತು,kn
ಆ ವ್ಯಕ್ತಿಯು ಬರಹಗಾರನಂತೆ ತಮಾಷೆಯಾಗಿದ್ದನು,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದ,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿರಲಿಲ್ಲ,kn
ಆ ವ್ಯಕ್ತಿಯು ಹಾಸ್ಯಗಾರನಂತೆ ತಮಾಷೆಯಾಗಿದ್ದನು,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿರಲಿಲ್ಲ,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದ,kn
ಇದು ಐಸ್ ಕ್ರೀಮ್ ನಂತೆ ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿರಲಿಲ್ಲ,kn
ಇದು  ಸೂಪ್ ನಂತೆ ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿರಲಿಲ್ಲ,ಆ ವಸ್ತು ತಣ್ಣಗಿತ್ತು,kn
ಅದು ಇಡ್ಲಿಯಂತೆ ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿರಲಿಲ್ಲ,kn
ಅದು ದೋಸೆಯಂತೆ ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿರಲಿಲ್ಲ,ಅದು ಗರಿಗರಿಯಾಗಿತ್ತು,kn
ಅವಳು ಹಾಕಿದ್ದ ಒಡವೆಯು ಚಿನ್ನದಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಗಟ್ಟಿ ಇತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಟಳ್ಳಾಗಿತ್ತು,kn
ಅವಳು ಹಾಕಿದ್ದ ಒಡವೆಯು ವಜ್ರದಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಟಳ್ಳಾಗಿತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಗಟ್ಟಿ ಇತ್ತು,kn
ಆಕೆಯ ಉಡುಪು ಕಾಮನ ಬಿಲ್ಲಿನಂತೆ ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳನ್ನು ಹೊಂದಿರಲಿಲ್ಲ,kn
ಆಕೆಯ ಉಡುಪು ಬಿಳಿ ಹಲಗೆಯಂತೆ ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳನ್ನು ಹೊಂದಿರಲಿಲ್ಲ,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,kn
ಈ ಮನೆಯು ಹೊಸ ಕಟ್ಟಡದಂತೆ ಹಳೆಯದು,ಆ ಮನೆ ಹಳೆಯದು,ಆ ಮನೆ ಹೊಸದು,kn
ಈ ಮನೆಯು ಹಳೆಯ ಸ್ಮಾರಕದಂತೆ ಹಳೆಯದು,ಆ ಮನೆ ಹೊಸದು,ಆ ಮನೆ ಹಳೆಯದು,kn
ಆತ ಮಾತನಾಡುವುದು ಪಿಸುಮಾತಿನಂತೆ ಕರ್ಕಶವಾಗಿದೆ,ಆತ ಮಾತನಾಡುವುದು ಕರ್ಕಶವಾಗಿದೆ,ಆತ ಮಾತಾಡುವುದು ಇಂಪಾಗಿದೆ,kn
ಆತ ಮಾತನಾಡುವುದು ಜೋರುಮಾತಿನಂತೆ ಕರ್ಕಶವಾಗಿದೆ,ಆತ ಮಾತಾಡುವುದು ಇಂಪಾಗಿದೆ,ಆತ ಮಾತನಾಡುವುದು ಕರ್ಕಶವಾಗಿದೆ,kn
ಇವನು ಅಜ್ಜಿಯಂತೆ ಮುದ್ದಾಗಿದ್ದಾನೆ,ಇವನು ಮುದ್ದಾಗಿದ್ದಾನೆ ಇವನು ಮುದ್ದಾಗಿಲ್ಲ,ಇವನು ಮುದ್ದಾಗಿಲ್ಲ,kn
ಇವನು ನವಜಾತ ಶಿಶುವಿನಂತೆ ಮುದ್ದಾಗಿದ್ದಾನೆ,ಇವನು ಮುದ್ದಾಗಿಲ್ಲ,ಇವನು ಮುದ್ದಾಗಿದ್ದಾನೆ ಇವನು ಮುದ್ದಾಗಿಲ್ಲ,kn
ಅಂದು ಹುಣ್ಣಿಮೆಯ ದಿನದಂತೆ ಕಗ್ಗತ್ತಲು ಕವಿದಿತ್ತು,ಅಂದು ಕಗ್ಗತ್ತಲು ಕವಿದಿತ್ತು,ಅಂದು ಕಗ್ಗತ್ತಲು ಕವಿದಿರಲಿಲ್ಲ,kn
ಅಂದು ಅಮಾವಾಸ್ಯೆಯ ದಿನದಂತೆ ಕಗ್ಗತ್ತಲು ಕವಿದಿತ್ತು,ಅಂದು ಕಗ್ಗತ್ತಲು ಕವಿದಿರಲಿಲ್ಲ,ಅಂದು ಕಗ್ಗತ್ತಲು ಕವಿದಿತ್ತು,kn
ಅವನು  ಶಿಶುವಿನಂತೆ ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,ಅವನು ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,ಅವನು ಕಿರಿಯವನಾಗಿಲ್ಲ,kn
ಅವನು ಅಜ್ಜನಂತೆ ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,ಅವನು ಕಿರಿಯವನಾಗಿಲ್ಲ,ಅವನು ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,kn
ಆತನ ದಿರಿಸು ಅಧಿಕಾರಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಆತನ ದಿರಿಸು ಶುಚಿಯಾಗಿತ್ತು,ಆತನ ದಿರಿಸು ಶುಚಿಯಾಗಿಲ್ಲ,kn
ಆತನ ದಿರಿಸು ಭಿಕ್ಷುಕನಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಆತನ ದಿರಿಸು ಶುಚಿಯಾಗಿಲ್ಲ,ಆತನ ದಿರಿಸು ಶುಚಿಯಾಗಿತ್ತು,kn
ಆ ತಿಂಡಿಯು ಬ್ರೆಡ್ ನಂತೆ ತೆಳುವಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ತೆಳುವಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ತೆಳುವಾಗಿಲ್ಲ,kn
ಆ ತಿಂಡಿಯು ಬ್ರೆಡ್ ನಂತೆ ತೆಳುವಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ತೆಳುವಾಗಿಲ್ಲ,ಆ ತಿಂಡಿಯು ತೆಳುವಾಗಿತ್ತು,kn
ಆ ಜಾಗವು ಆಕಾಶದಂತೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗವು ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗವು ಎತ್ತರವಾಗಿಲ್ಲ,kn
ಆ ಜಾಗವು  ಭೂಮಿಯಂತೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗವು ಎತ್ತರವಾಗಿಲ್ಲ,ಆ ಜಾಗವು ಎತ್ತರವಾಗಿತ್ತು,kn
ಅದರ ಆಕಾರವು ಚೌಕದಂತೆ ವಕ್ರವಾಗಿದೆ,ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿದೆ,ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿಲ್ಲ,kn
ಅದರ ಆಕಾರವು ವೃತ್ತದಂತೆ ವಕ್ರವಾಗಿದೆ,ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿಲ್ಲ,ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿದೆ,kn
ಅದು ಹಡಗಿನಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ದೊಡ್ಡದಾಗಿಲ್ಲ,kn
ಅದು ದೋಣಿಯಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ದೊಡ್ಡದಾಗಿಲ್ಲ,ಅದು ದೊಡ್ಡದಾಗಿದೆ,kn
